id,bin_0,bin_1,bin_2,bin_3,bin_4,nom_0,nom_1,nom_2,nom_3,nom_4,nom_5,nom_6,nom_7,nom_8,nom_9,ord_0,ord_1,ord_2,ord_3,ord_4,ord_5,day,month,target
6188,0,0,0,F,Y,Green,Trapezoid,Cat,Canada,Oboe,96c83ac09,42b1cc2fd,bf79bfda3,8028054b7,39dcb81e9,1,Expert,Boiling Hot,l,X,cA,3,10,1
6189,0,1,1,F,Y,Blue,Square,Snake,Canada,Oboe,f0c1ceee4,bc31d6a6d,82aff5c5a,289126ec7,a7569de3a,1,Novice,Cold,b,P,Mf,3,11,0
6190,1,1,0,T,Y,Green,Circle,Snake,China,Piano,115a252ba,4c183f1ef,659c782a1,e6afc0613,3d3109a50,1,Grandmaster,Freezing,l,Z,Bb,3,12,0
6191,0,0,1,F,Y,Green,Square,Lion,Russia,Bassoon,bd40c81f3,0922e3cb8,f068c45b3,b759e21f0,cda2d2bcd,1,Grandmaster,Freezing,b,U,aM,2,8,0
6192,1,0,1,F,Y,Green,Star,Lion,China,Piano,ade526ba7,afebf0803,77567e835,fcf8c2866,dbbdeacdb,1,Novice,Freezing,o,V,Uu,1,1,0
6193,0,0,1,T,Y,Green,Star,Lion,Russia,Oboe,caf83c0b5,b73a8ae77,600ee60bd,60fe0a34e,6bfe039bc,2,Novice,Lava Hot,j,V,ke,1,12,1
6194,0,1,0,F,N,Green,Trapezoid,Lion,China,Oboe,6c90f81cd,508ff88dc,805d37bb5,e482967f3,4a39e9050,1,Grandmaster,Lava Hot,i,R,CM,7,3,0
6195,0,0,0,F,N,Blue,Trapezoid,Axolotl,China,Theremin,f50eb07ae,097ff91b3,c297ebda6,5bb71a0e2,d173d5602,1,Master,Warm,a,L,CM,2,2,0
6196,0,0,0,F,N,Red,Square,Lion,China,Piano,81264f81f,2936160c7,80233d0ed,70c7a41f7,378a735f5,1,Novice,Freezing,f,A,TR,4,11,0
6197,0,0,0,T,Y,Green,Trapezoid,Cat,India,Bassoon,ef38568df,f083d48ad,4323c4ab0,bee621d96,43ff2454e,1,Grandmaster,Freezing,a,V,dQ,2,1,1
6198,0,0,1,F,Y,Red,Star,Cat,India,Oboe,d1b1709e8,f0c4b23ef,9627ac285,c5e72a6bf,abdc790b4,1,Novice,Boiling Hot,f,Z,sY,3,9,0
6199,0,0,1,T,Y,Green,Trapezoid,Lion,Russia,Bassoon,1305d6e77,ef1f6146b,99afe26fe,cbc479489,78dc73205,1,Grandmaster,Lava Hot,g,I,zU,1,3,1
6200,0,1,0,T,Y,Green,Circle,Cat,Canada,Bassoon,5b1a9f841,d83ae1b30,24e9bf7d4,1acbefae5,ce1cc26dd,2,Grandmaster,Boiling Hot,a,A,MV,1,8,0
6201,0,0,1,F,N,Green,Star,Cat,China,Oboe,4845cc770,b48077cc4,1a386ffce,c13d3ebdf,04f075bd8,1,Novice,Hot,a,K,fO,2,1,0
6202,0,0,1,T,N,Green,Square,Hamster,Russia,Oboe,4e28ceffa,c103290d4,83822ba17,09bf3131d,94365d610,3,Novice,Lava Hot,h,V,cW,3,11,1
6203,0,0,0,T,Y,Red,Star,Cat,Russia,Theremin,f2d59cf51,29a854620,6790972e7,5e2b7ec61,00c840a2d,2,Novice,Cold,a,K,Nk,2,11,0
6204,0,0,0,F,Y,Green,Star,Lion,India,Oboe,2e7f4d636,f083d48ad,2923091c6,942531094,2ea8810fa,2,Novice,Freezing,k,A,Xi,2,3,1
6205,0,1,1,F,Y,Green,Trapezoid,Hamster,Finland,Piano,b4c8e6595,7e240024b,99e773789,8ca5c3d68,86f1560f0,2,Contributor,Hot,i,Q,wu,1,10,0
6206,0,1,0,F,Y,Blue,Circle,Snake,Costa Rica,Piano,f50eb07ae,18a901239,88ac1cfb2,144d2efbd,fb4aea77c,1,Contributor,Boiling Hot,k,K,ac,1,10,0
6207,1,1,0,T,N,Green,Circle,Cat,Russia,Theremin,b0faff28f,788ba7aea,a1e0839a7,d14631ea2,804cc6df9,3,Grandmaster,Lava Hot,i,K,Ed,4,3,0
6208,0,0,0,F,N,Green,Trapezoid,Snake,Russia,Bassoon,5a466e166,dee9cf5e9,3dfde7f8f,6a6755a75,d11cbc55b,1,Master,Warm,j,Q,dP,4,11,1
6209,0,0,0,T,Y,Blue,Trapezoid,Axolotl,Russia,Oboe,4173a0252,4daee3baf,5a99b7d9f,49cfc8bab,99cf2829f,1,Grandmaster,Boiling Hot,l,V,Jc,4,10,0
6210,0,0,1,F,N,Green,Trapezoid,Dog,Russia,Bassoon,e9f44a509,d95501ac1,09b286318,0916922d0,68fe71329,3,Novice,Lava Hot,k,L,Gb,3,1,0
6211,0,0,0,T,N,Red,Star,Snake,China,Bassoon,077fd9465,3ac1b8814,9fce91b1e,a7a4a203d,d12ef6354,2,Grandmaster,Freezing,e,B,Qo,3,11,0
6212,0,0,1,T,N,Green,Square,Lion,Finland,Piano,bdb9fef4a,20636817e,7ad3e362c,d01423561,55d7dcbf7,2,Novice,Lava Hot,f,S,CU,4,2,1
6213,0,0,0,T,Y,Green,Trapezoid,Hamster,Finland,Oboe,60a44c8f4,708e87b0e,b48349b5b,71ae710ad,71d1c406a,1,Novice,Freezing,c,F,Qo,7,1,0
6214,0,1,0,F,N,Blue,Trapezoid,Axolotl,Russia,Theremin,6cd0619e0,487c32dfa,c75a7f5f8,08b4c6446,738c57c3b,1,Novice,Freezing,a,X,CZ,3,7,0
6215,0,0,1,T,N,Blue,Trapezoid,Axolotl,China,Oboe,e9f44a509,0d50f61fd,9564909ff,41992ba92,e2a31d886,2,Novice,Lava Hot,d,Q,Vx,2,2,0
6216,0,0,0,T,Y,Red,Star,Axolotl,Costa Rica,Bassoon,552e3fdc9,20dc501c6,b3b7c8b11,df232de17,24d91cc25,1,Novice,Freezing,a,E,qw,3,2,1
6217,0,0,0,T,N,Blue,Star,Snake,Russia,Piano,472efea17,5c4ee13e3,66418d6ec,37763aa51,72ed9da8c,1,Contributor,Boiling Hot,b,Y,kK,4,3,1
6218,1,0,0,T,Y,Red,Trapezoid,Dog,China,Theremin,81264f81f,6d2cd10c5,f174961df,21cc4964d,ffb07126f,1,Expert,Boiling Hot,k,G,Bn,2,10,1
6219,0,1,0,F,N,Blue,Polygon,Cat,India,Oboe,63f642dd9,efa38c99d,e28b7e991,d1316ead6,17d17f7f8,1,Novice,Lava Hot,a,Z,vy,2,8,0
6220,0,0,0,T,Y,Green,Square,Dog,Costa Rica,Piano,f2d59cf51,854f72f28,487b56d27,2778e2ad4,c24984f97,1,Novice,Hot,c,T,qP,3,8,0
6221,0,1,0,T,Y,Blue,Circle,Cat,China,Oboe,33adb4760,0249d8675,74912d804,fc1e6675f,f30e6bf63,1,Grandmaster,Lava Hot,j,J,ek,1,12,0
6222,0,0,0,F,Y,Red,Circle,Snake,Canada,Bassoon,e9f44a509,50e49ea04,9992c71bf,a23c53c30,1078e2a24,2,Grandmaster,Lava Hot,h,F,nh,1,1,0
6223,0,0,0,F,Y,Blue,Trapezoid,Lion,Costa Rica,Piano,df51b96fc,d43e63dc9,9f99947e2,577940917,70be060a0,1,Contributor,Lava Hot,o,G,KR,3,2,0
6224,0,1,0,T,Y,Red,Trapezoid,Snake,Russia,Theremin,5a466e166,70a942fc1,db871c626,537b5f5ab,517df6e01,1,Grandmaster,Freezing,f,Q,Bd,2,4,0
6225,0,0,1,T,N,Green,Polygon,Hamster,India,Oboe,defc6dd20,2ed5a94b0,db47ba6d3,0f3836e8e,8d5a2a07f,1,Novice,Lava Hot,f,U,sV,1,9,0
6226,0,0,0,F,N,Blue,Trapezoid,Lion,Costa Rica,Oboe,115a252ba,f53d92c1a,ce4d37a74,6f85744aa,17fde4af8,2,Grandmaster,Lava Hot,c,K,Uk,7,10,1
6227,0,0,0,F,N,Blue,Trapezoid,Cat,Russia,Bassoon,568550f04,65aae1692,f393c224a,eb2dc547b,f0c4ebbc2,3,Grandmaster,Freezing,k,U,Qo,3,11,1
6228,0,0,0,F,N,Red,Circle,Lion,Costa Rica,Piano,7a12c88d2,d804d7926,17b83802f,50d48ad21,3308479bf,1,Contributor,Lava Hot,h,G,dQ,3,1,1
6229,1,0,1,T,N,Blue,Trapezoid,Snake,Canada,Theremin,c0534106d,ffc60be1c,a52645fc7,ac6f71e3b,7b71918a6,2,Grandmaster,Boiling Hot,b,I,tM,3,2,1
6230,0,0,0,T,Y,Green,Square,Lion,Finland,Oboe,e1558b071,cd94f29d1,bb836a6ec,897e41097,9d22e8f25,1,Novice,Freezing,b,T,cA,1,11,0
6231,0,0,0,T,N,Blue,Circle,Lion,China,Bassoon,ee55b9d67,65aae1692,687237f4d,0b86ed30a,875228954,3,Master,Cold,j,K,od,2,2,0
6232,0,1,1,F,Y,Blue,Circle,Axolotl,Canada,Theremin,568550f04,6eaaa8418,caa9fe3d5,71746632f,88061a42d,1,Novice,Freezing,l,W,je,1,3,1
6233,1,0,1,F,Y,Blue,Trapezoid,Axolotl,Russia,Theremin,472efea17,02d689659,5d135b62f,53bc2d0cd,86a37fe58,1,Grandmaster,Freezing,j,Y,FI,2,3,0
6234,0,0,1,F,Y,Blue,Trapezoid,Cat,Russia,Piano,778fdbe56,6a53b5f5c,62882755e,c42d909bf,9a121af53,1,Contributor,Lava Hot,i,Q,zU,3,1,0
6235,0,0,0,F,Y,Blue,Polygon,Snake,Finland,Piano,30a530eab,f134870d4,30c63bd0c,a64e33f1e,5af26c887,2,Novice,Freezing,k,B,CM,3,11,0
6236,0,0,0,F,Y,Blue,Square,Axolotl,Russia,Theremin,0ef5c1879,7322ea1c9,b80d2db07,985600bbd,c6048d4f4,1,Novice,Lava Hot,j,A,lL,7,10,0
6237,0,0,0,F,N,Green,Square,Lion,Russia,Piano,bdb9fef4a,f461f837c,0f6dcae96,a59606637,c41ea8c6e,1,Novice,Freezing,l,Y,gJ,1,2,1
6238,0,1,0,F,Y,Red,Trapezoid,Axolotl,India,Oboe,416a8f3ab,975346729,581294e27,98c1fdf98,1f5796ed1,1,Novice,Freezing,c,U,Qo,4,3,0
6239,0,1,0,T,Y,Red,Circle,Hamster,Canada,Piano,05d5943a3,c8436c277,570758f56,725517260,bceb7ed71,2,Novice,Boiling Hot,k,G,gM,1,1,0
6240,0,0,0,F,Y,Red,Polygon,Cat,Finland,Oboe,115a252ba,ac3e34eff,700924d38,0503fc10d,b5f0724aa,3,Expert,Boiling Hot,i,Z,ac,1,9,1
6241,0,0,0,F,N,Green,Polygon,Snake,India,Bassoon,be4578201,d76a148ab,7df20ed82,ad97c3d39,01d331fac,1,Contributor,Hot,i,U,Dx,3,4,0
6242,0,0,0,F,Y,Green,Square,Cat,Costa Rica,Oboe,4604905e7,8fbaca82e,0f6dcae96,94476bffe,86c3f4f17,1,Novice,Boiling Hot,l,V,sY,4,1,1
6243,1,0,1,F,N,Green,Square,Snake,Canada,Bassoon,e08092732,966f4a973,c991c5808,d01a8f4a7,339645e33,1,Novice,Boiling Hot,k,Z,TZ,5,3,1
6244,0,1,1,T,N,Red,Polygon,Lion,Costa Rica,Piano,9ba4e87a7,966f4a973,51bfb741c,9d117320c,42981a766,1,Novice,Freezing,g,R,kW,2,10,0
6245,0,0,0,T,N,Green,Star,Dog,Canada,Piano,524b3f349,dd1dbed78,f6ddab67f,219a8ad5a,3e1fd1687,1,Grandmaster,Hot,a,S,PQ,1,7,0
6246,0,0,1,T,N,Green,Circle,Snake,Canada,Oboe,09a4ad97d,95572215a,e4ae98c29,ed21c9a5c,cac58748f,3,Novice,Freezing,a,Q,LE,3,2,0
6247,0,1,1,T,Y,Green,Trapezoid,Lion,Russia,Bassoon,f50eb07ae,dc0536549,2de101b87,4b998df1a,b448dbb88,1,Grandmaster,Boiling Hot,h,H,sn,1,8,0
6248,0,1,0,T,N,Red,Trapezoid,Lion,India,Piano,f2d59cf51,d7fb439cc,5897a17c6,d45643422,9c7dea737,3,Novice,Hot,k,K,ri,1,1,0
6249,0,1,0,T,N,Green,Trapezoid,Lion,China,Theremin,3685a0904,2473094a9,b7ae7dc82,e6b8a118f,4f36ed41e,1,Expert,Hot,i,Y,be,3,7,0
6250,0,0,1,T,Y,Red,Circle,Snake,Russia,Oboe,ddac78300,bea839b58,234fb5608,c8a8c9912,e278164d4,1,Expert,Lava Hot,a,K,Os,2,12,0
6251,0,0,0,T,Y,Blue,Square,Axolotl,Costa Rica,Theremin,30a15b6bd,12d88c9c3,581294e27,66413f5c4,ef5d10767,1,Novice,Lava Hot,l,S,PZ,2,11,0
6252,0,0,0,T,Y,Green,Trapezoid,Dog,Russia,Oboe,05950689f,40ac3fcd5,01d32ba52,995b9fe3c,e7a598245,1,Master,Cold,a,E,DN,1,5,0
6253,0,1,0,T,Y,Red,Circle,Lion,Russia,Bassoon,bd40c81f3,eeda68203,d7e3d9212,da4a7c11d,60985f035,2,Novice,Freezing,a,T,JX,3,1,0
6254,0,1,1,F,Y,Blue,Trapezoid,Lion,Finland,Theremin,8573fa81a,18a901239,0bcd0782c,f736ea577,306d87cc1,1,Novice,Boiling Hot,a,S,SB,1,10,0
6255,0,0,0,F,Y,Red,Square,Lion,Canada,Oboe,e9f44a509,839a6bcdb,092130a59,6437b4ddf,66270c30b,1,Grandmaster,Freezing,l,X,bF,1,7,1
6256,0,1,1,T,Y,Green,Trapezoid,Axolotl,Canada,Theremin,e1558b071,bc82e0ba0,faffef3a9,bee621d96,c40d30c72,1,Grandmaster,Boiling Hot,k,P,lF,4,10,1
6257,0,0,0,T,N,Blue,Trapezoid,Lion,India,Theremin,b4c8e6595,89a937a9f,bb836a6ec,d5aa42caa,efd236dba,1,Contributor,Boiling Hot,k,Z,PA,2,10,0
6258,0,0,1,T,Y,Green,Square,Cat,Russia,Piano,06eeaf0aa,21e2c2d57,8071abe2c,c09a0e552,1ec5fcfc1,1,Novice,Boiling Hot,j,A,bF,4,11,0
6259,0,1,0,T,Y,Green,Trapezoid,Snake,Costa Rica,Theremin,075ceb58b,b3e59b54a,e7ca9f823,5d3ad5dcc,d6005835d,1,Grandmaster,Freezing,g,J,fO,4,9,0
6260,0,0,0,F,Y,Green,Trapezoid,Snake,Russia,Piano,72f8028dc,afebf0803,d7326ea7a,2e9b9ce68,55127545c,2,Novice,Cold,g,Z,lF,1,1,0
6261,0,1,0,F,N,Green,Trapezoid,Dog,Russia,Oboe,5d18641ff,12d88c9c3,ce310f731,aec710735,53f7c9369,2,Expert,Freezing,g,K,oC,7,3,0
6262,0,0,0,T,N,Green,Trapezoid,Lion,Russia,Theremin,2ff007c26,06835761e,f53ce6da5,5b991c729,6b1cea7ed,1,Expert,Cold,h,S,AP,3,2,0
6263,0,0,0,T,Y,Blue,Circle,Lion,Russia,Bassoon,19db35594,bb219c9ac,75a4ba9a0,eb1b8cea2,d67c741be,2,Novice,Boiling Hot,j,L,gJ,2,7,0
6264,0,0,1,F,N,Green,Polygon,Cat,Canada,Bassoon,0dee9b39a,3c5d81a52,740deb371,5a993c839,efe414fcc,3,Novice,Cold,k,I,Gx,2,1,1
6265,0,0,0,T,Y,Green,Trapezoid,Snake,Russia,Bassoon,de04b8750,ea7a1aaf6,f2461066e,2c906f303,a0954566d,1,Grandmaster,Boiling Hot,l,D,Wv,3,2,1
6266,0,0,0,T,Y,Green,Trapezoid,Snake,Russia,Bassoon,2cadfed8e,77ad092c1,def702c19,bca196117,e7575efec,1,Novice,Freezing,c,N,fO,2,11,1
6267,0,0,1,F,Y,Blue,Square,Lion,Russia,Piano,0eb46e992,f53d92c1a,3c4c7c16c,1c4e05d9d,bf43000dd,1,Grandmaster,Warm,i,S,Zq,5,10,0
6268,0,1,1,F,Y,Red,Square,Axolotl,Finland,Theremin,7ee26092e,f083d48ad,c344f4362,6a6755a75,54f58e361,3,Novice,Boiling Hot,k,T,uS,1,1,0
6269,0,1,0,T,Y,Green,Circle,Dog,China,Bassoon,d9becff68,b238965eb,c889a5937,0bda6bd36,b4ccf03f3,1,Novice,Boiling Hot,i,S,tP,4,3,0
6270,0,0,1,F,Y,Green,Trapezoid,Cat,Costa Rica,Oboe,159a7306f,5d47a598c,2c8e13a9f,c42f562d9,861982486,1,Grandmaster,Freezing,g,L,rp,3,9,0
6271,1,0,0,T,Y,Green,Triangle,Axolotl,Finland,Bassoon,4604905e7,66e2654cb,673d3c1c0,70a52ed95,6d1a3a157,1,Novice,Freezing,a,U,PZ,1,1,0
6272,0,0,0,T,N,Blue,Square,Cat,Finland,Oboe,e9f44a509,1611d2b45,673d3c1c0,355dfde23,630e0da24,2,Novice,Lava Hot,a,V,Nk,3,10,0
6273,1,1,0,T,N,Green,Square,Axolotl,Russia,Piano,74bd42d5f,fc88900c4,6b00c2ac6,f4e2b7052,493b6a2d8,2,Novice,Lava Hot,i,H,kw,3,1,0
6274,0,0,0,T,N,Blue,Triangle,Lion,Canada,Piano,8d5d9f3db,d166613dc,7e3f745fc,b50cadffc,f9b209aa3,1,Novice,Lava Hot,h,A,wu,7,12,0
6275,0,0,0,F,N,Red,Trapezoid,Lion,Finland,Piano,91bde92fa,498b2bdcb,5e112a249,55568cfab,430ed645f,1,Expert,Warm,i,A,XI,4,1,0
6276,1,0,1,F,Y,Blue,Circle,Cat,Costa Rica,Piano,6c90f81cd,50d7ad46a,23b77929a,84968f3e5,8a12b7128,2,Grandmaster,Boiling Hot,k,I,ck,2,2,0
6277,0,1,0,T,N,Blue,Trapezoid,Lion,Costa Rica,Bassoon,9bb7ea2da,bb219c9ac,a4d748277,a513613c0,bb8278fa8,1,Grandmaster,Boiling Hot,k,S,qv,7,3,1
6278,1,1,1,F,Y,Green,Trapezoid,Snake,Russia,Piano,c0534106d,fac5eff9e,953b7e9c6,972061613,dc883e80e,1,Novice,Freezing,j,U,tM,4,5,0
6279,0,0,1,T,Y,Blue,Star,Dog,Russia,Theremin,83b38aa6b,42b1cc2fd,451f749a5,e7ed9ec87,498a6ba3c,2,Grandmaster,Lava Hot,d,S,mb,1,11,1
6280,0,0,0,F,Y,Red,Star,Hamster,India,Bassoon,a93b89fc9,fa3f6d36f,c399f2457,8030601ca,72e504539,1,Novice,Cold,e,I,Fo,3,4,0
6281,0,1,0,F,N,Green,Trapezoid,Lion,Russia,Theremin,be4578201,06835761e,bc46b66a9,0e87f6993,a71d78679,3,Novice,Freezing,a,E,Fd,3,9,0
6282,0,0,1,F,Y,Red,Square,Snake,Russia,Theremin,8d5d9f3db,16dfb662a,1d9ecee83,4a41ca5ac,bec5dbe52,1,Novice,Lava Hot,k,S,oK,1,7,1
6283,1,1,0,F,N,Green,Circle,Lion,Russia,Piano,46cab09da,6046454de,613fad776,b5ee71542,b8f381fdc,3,Novice,Lava Hot,k,A,MC,7,1,0
6284,0,1,0,T,N,Green,Trapezoid,Axolotl,China,Piano,b0faff28f,b639793f9,8ed464eb9,9bfb829f7,0888a8e39,3,Novice,Boiling Hot,h,D,wu,3,2,0
6285,0,0,0,T,N,Red,Circle,Lion,Canada,Theremin,06eeaf0aa,d4d727716,82b2195f7,c47c38880,9464c14f2,1,Expert,Boiling Hot,h,R,tP,4,7,1
6286,0,0,1,F,N,Red,Circle,Lion,Canada,Piano,76be0b8b1,d42f2b9ec,97ed2b47a,c6cbd79ec,3a9b30f63,1,Novice,Warm,h,Y,Hj,3,10,0
6287,0,0,1,F,Y,Green,Star,Lion,Finland,Piano,4845cc770,882ce2ad7,8c2d2f775,bee621d96,7f420468a,2,Contributor,Warm,e,Y,cA,1,4,0
6288,0,0,1,T,Y,Red,Star,Cat,India,Theremin,63f642dd9,bb219c9ac,092130a59,41010ea65,994c96751,1,Novice,Cold,d,K,aO,5,4,0
6289,0,1,1,T,N,Red,Circle,Snake,Canada,Oboe,e0efe9d20,46c89ef8d,04d283376,c2f10c23a,dd6976a05,1,Novice,Freezing,k,N,ke,5,9,0
6290,0,1,1,F,Y,Green,Trapezoid,Axolotl,China,Oboe,f9d17bb93,51d5f02c1,1740266ee,a9e540ca1,96a4ddc1e,1,Master,Freezing,a,S,ac,1,1,0
6291,0,0,0,F,N,Red,Square,Lion,Russia,Theremin,1305d6e77,612641073,6fb987c3e,e89889a70,673c268c5,2,Novice,Freezing,h,E,Uk,2,1,0
6292,0,0,0,T,Y,Green,Polygon,Lion,China,Bassoon,91bde92fa,32b4b12b1,a85d5428c,16236d6d1,57cda5459,3,Grandmaster,Lava Hot,g,A,Jt,1,1,1
6293,0,1,0,T,Y,Red,Trapezoid,Axolotl,China,Oboe,c0534106d,fc791ebea,a40ac269e,38113ad1f,7268ec9cf,2,Grandmaster,Boiling Hot,l,L,UO,2,2,0
6294,0,1,0,T,Y,Red,Star,Hamster,India,Oboe,908a1b9c9,6a53b5f5c,91cd074b1,48ef2bd73,f97e90fc9,1,Novice,Lava Hot,i,H,hp,3,4,1
6295,0,1,0,T,Y,Green,Square,Lion,China,Theremin,ca82ad111,0aeb8fe13,ec54fcb5c,2708074e3,20aa11937,2,Novice,Freezing,f,I,Gx,2,8,0
6296,0,0,0,T,N,Blue,Circle,Snake,Russia,Oboe,e6f45aa26,d6f8634af,0e9e2ce06,3f4efcece,22f56fdc9,3,Novice,Freezing,e,H,Ye,1,4,0
6297,0,1,0,F,N,Green,Square,Snake,Finland,Theremin,caf83c0b5,1869e63b0,a6c58827f,ae8e1d415,5b9066908,1,Novice,Lava Hot,e,S,mm,3,1,1
6298,0,0,1,T,N,Red,Circle,Hamster,Canada,Bassoon,e70a6270d,9448b8e3b,7c6d738f8,62a7a5998,64ec48440,1,Novice,Freezing,l,O,od,4,4,0
6299,0,0,0,F,Y,Red,Trapezoid,Hamster,Finland,Theremin,df51b96fc,214f24d39,f7088f803,cc19213ad,ad5fbb2c8,1,Grandmaster,Freezing,c,G,zU,1,5,1
6300,1,1,0,F,N,Red,Trapezoid,Axolotl,China,Theremin,9bb7ea2da,e3396fbd5,fa7ec9ef0,7a9c53c4b,b5c9b852c,1,Novice,Hot,h,R,CU,2,2,0
6301,0,0,0,T,N,Red,Triangle,Lion,India,Piano,e52fbf1c8,89a937a9f,2e02d4b69,c42d909bf,3a0a4f10b,1,Grandmaster,Freezing,j,G,tP,3,11,1
6302,0,1,0,T,N,Green,Circle,Snake,Finland,Oboe,f7821e391,a028c07af,ce4d37a74,52706d814,ba514beb6,1,Novice,Warm,l,Q,eb,1,9,0
6303,0,0,0,F,Y,Green,Circle,Snake,Canada,Bassoon,0dee9b39a,dee9cf5e9,34acd7fa4,801927581,9d356988b,1,Expert,Lava Hot,i,P,kr,1,8,0
6304,0,0,0,F,Y,Red,Trapezoid,Hamster,India,Piano,85159d577,fd2344f16,1c619215d,99d1a5eed,acccab5bf,1,Master,Cold,l,I,Jt,1,9,1
6305,0,0,0,F,Y,Red,Star,Lion,Russia,Piano,af088d192,edb3cf6c8,c2091c1eb,4b36cae4e,4e5977e66,1,Grandmaster,Boiling Hot,f,K,Ob,5,3,0
6306,0,0,0,T,Y,Green,Square,Dog,Russia,Oboe,2979f0d45,9afd9530d,c6344321c,c75847d5a,412859a59,1,Grandmaster,Hot,m,I,jS,3,7,0
6307,0,0,0,F,Y,Blue,Polygon,Dog,Finland,Oboe,be4578201,f083d48ad,e5ff2a65e,fc2f6a473,6281ebd35,1,Contributor,Lava Hot,k,D,RG,3,1,0
6308,1,1,0,T,Y,Blue,Star,Lion,Costa Rica,Oboe,a3f640358,0d50f61fd,56a0dc1f7,721bc6d6b,e1e4ea28c,3,Novice,Freezing,h,F,RG,7,11,0
6309,0,1,0,T,Y,Red,Circle,Cat,Canada,Bassoon,7da3e4aec,d166613dc,bd5f24b8a,fd83fa0a7,3308479bf,2,Novice,Lava Hot,a,Q,Wv,7,10,1
6310,0,1,0,T,N,Green,Polygon,Snake,Costa Rica,Oboe,f2a6d797b,bbc311f15,ad8263c35,710fbc590,1bdc1d8ed,1,Contributor,Lava Hot,k,W,jV,7,8,1
6311,0,0,0,F,Y,Red,Trapezoid,Lion,Canada,Bassoon,84b0081ad,73d7ca889,66dd9dc34,2c906f303,b340382ee,1,Novice,Freezing,j,G,FI,2,4,0
6312,0,0,0,F,Y,Red,Triangle,Lion,Canada,Bassoon,9ad6558d1,df184daf2,aa148acce,17fe8590c,3a5ea97f8,1,Master,Freezing,h,A,Zq,2,5,1
6313,0,1,1,F,Y,Red,Trapezoid,Lion,Russia,Theremin,416a8f3ab,d804d7926,0ad56da4e,ebc6cb63d,3c2601744,1,Novice,Freezing,l,E,gM,4,7,0
6314,0,0,0,F,Y,Red,Trapezoid,Dog,Canada,Theremin,84b0081ad,3afd0489b,3c109f946,4e8174c3e,002df90de,3,Grandmaster,Freezing,h,U,Vx,1,10,0
6315,0,1,0,F,N,Blue,Star,Axolotl,Canada,Bassoon,1f1702d2f,8c9d16cc3,14bd3d56c,5213ff772,9d996741f,2,Novice,Lava Hot,i,X,Gb,2,5,0
6316,0,0,0,T,N,Green,Trapezoid,Lion,Russia,Oboe,30a15b6bd,a405b7cf0,d95b64413,589fc12f1,6e9346b0e,2,Grandmaster,Boiling Hot,k,T,ut,2,4,0
6317,0,1,0,T,N,Blue,Trapezoid,Axolotl,China,Bassoon,81264f81f,d76a148ab,db871c626,e6b8a118f,7e5a41f0a,2,Grandmaster,Boiling Hot,g,A,sV,2,2,0
6318,0,0,0,T,N,Green,Circle,Lion,China,Theremin,713ad10a7,b7c276ed2,140119499,fc1e6675f,57240a360,1,Grandmaster,Freezing,f,Q,aM,1,1,1
6319,0,0,0,F,Y,Blue,Trapezoid,Lion,India,Bassoon,bd40c81f3,1c34a67d7,d590d385d,c2f66dc3f,55d3c9630,1,Novice,Boiling Hot,k,K,fO,7,2,0
6320,0,0,0,F,N,Red,Star,Cat,Russia,Oboe,3685a0904,0249d8675,0efe70958,f8c4fd6d0,8035fe068,1,Novice,Cold,k,R,MV,3,8,0
6321,0,1,0,F,Y,Blue,Circle,Hamster,Russia,Theremin,81264f81f,9a16c7c8f,c840fdc53,c52fbca22,c4a8f86ff,2,Expert,Boiling Hot,g,F,ac,1,4,0
6322,0,0,1,F,N,Green,Triangle,Axolotl,Finland,Piano,91bde92fa,e7a7bf2e1,cbf14e5c1,e5fcb5ae0,1e2fad041,1,Novice,Freezing,h,J,Qh,2,11,0
6323,0,0,0,T,N,Red,Star,Axolotl,Costa Rica,Bassoon,3263bdce5,70a942fc1,968004140,172d56f86,edc156bb2,1,Novice,Freezing,l,G,Vf,2,7,0
6324,0,0,0,T,Y,Blue,Star,Cat,Finland,Oboe,20b10a832,5cabda141,b6a49ddd1,798b2eee2,06747f7d2,1,Contributor,Freezing,l,J,Nf,2,1,0
6325,0,0,0,T,Y,Green,Trapezoid,Lion,Russia,Bassoon,740fb99a9,4cf47e292,e4309571f,d34944b63,d84ec4a66,1,Contributor,Warm,a,G,LE,4,3,0
6326,0,0,1,F,Y,Red,Star,Lion,China,Oboe,83b38aa6b,ea64fbdeb,ec69236eb,18bec6f9f,b7735fb52,1,Contributor,Freezing,a,V,Gx,2,12,0
6327,0,1,0,T,Y,Red,Trapezoid,Snake,Costa Rica,Oboe,416a8f3ab,d9004c5c2,c991c5808,f976db04c,1a25c6368,1,Contributor,Freezing,l,R,CU,1,7,0
6328,0,0,0,T,N,Green,Trapezoid,Lion,Canada,Oboe,778fdbe56,efa38c99d,ce310f731,5884acfdf,838f38733,1,Grandmaster,Lava Hot,f,F,RP,4,4,0
6329,0,0,1,F,N,Green,Square,Cat,Russia,Oboe,bdb9fef4a,20636817e,d02a6b0ba,bb2c599dd,942fe1525,1,Master,Boiling Hot,h,Q,Bb,5,4,1
6330,0,0,0,T,Y,Green,Triangle,Lion,Canada,Oboe,778fdbe56,cd225807c,01e22241a,5d3ad5dcc,f35082a07,1,Contributor,Freezing,g,K,MC,2,3,0
